ID,serving
1117449,0.5
1187751,1.0
1228715,1.0
1251587,0.5
1263455,0.25
1345164,1.0
1365994,3.0
1378642,1.0
1430877,1.0
1524145,0.25
1552724,1.0
1561400,1.0
1743729,0.25
1781747,0.5
1833515,1.0
1907768,1.0
1968133,1.0
2012568,1.0
2118873,1.0
2265053,0.5
2480921,1.0
2651370,0.5
2695357,1.0
2744482,2.0
2807694,1.0
2903818,1.0
3114855,0.5
3198992,1.0
3220470,3.0
3419984,2.0
3420095,1.0
3542589,1.0
3637571,0.25
3758517,1.0
3942632,1.0
4034347,1.0
4267318,0.25
4337199,1.0
4589314,0.25
4854437,1.0
4984875,0.5
5016651,1.0
5100572,1.0
5109936,1.0
5117140,1.0
5243422,1.0
5315083,1.0
5449236,0.5
5496270,1.0
5607551,1.0
5627639,1.0
5667979,1.0
5679365,0.25
5690892,2.0
5691369,1.0
5730158,0.5
5747069,1.0
5795924,0.5
5835896,0.5
5881609,0.5
5903630,1.0
5974026,0.5
