ID,serving
1002758,1.0
1015460,0.5
1032963,1.0
1056982,1.0
1059419,1.0
1065730,1.0
1069122,1.0
1069710,1.0
1123101,1.0
1123961,1.0
1128924,1.0
1131797,1.0
1237937,1.0
1258666,1.0
1273051,1.0
1276344,1.0
1339319,1.0
1360747,1.0
1363876,1.0
1386408,1.0
1390904,1.0
1410049,1.0
1433232,1.0
1433848,1.0
1437935,1.0
1441618,1.0
1514287,0.5
1559822,0.5
1607723,1.0
1614757,0.25
1728273,1.0
1729480,1.0
1732212,1.0
1800785,3.0
1828656,1.0
1835689,1.0
1844762,1.0
1969887,1.0
2013315,1.0
2055521,0.25
2127843,1.0
2149701,1.0
2157628,1.0
2159084,1.0
2262210,1.0
2271437,0.5
2275316,1.0
2286611,2.0
2341323,0.5
2379342,0.5
2398609,2.0
2449332,1.0
2496920,0.5
2511341,1.0
2521103,1.0
2529610,1.0
2617071,1.0
2665714,1.0
2669461,0.5
2683162,0.5
2742691,2.0
2769253,1.0
2774896,1.0
2776029,1.0
2885236,1.0
2892604,0.5
2893018,1.0
2908705,0.5
2915929,1.0
2947399,1.0
2949708,1.0
3041673,0.5
3049136,1.0
3061759,3.0
3063821,2.0
3065368,1.0
3088043,2.0
3091864,1.0
3103037,1.0
3113883,1.0
3118707,0.5
3119966,1.0
3124270,0.5
3131477,1.0
3181556,1.0
3252520,1.0
3317592,1.0
3324711,1.0
3377798,1.0
3391624,2.0
3397595,1.0
3418032,1.0
3423736,1.0
3436841,1.0
3446693,1.0
3585562,1.0
3620398,1.0
3655531,0.5
3673072,1.0
3697388,1.0
3699144,1.0
3717618,1.0
3746850,1.0
3784163,1.0
3789048,1.0
3823029,1.0
3881054,1.0
3950942,1.0
4011957,1.0
4019383,1.0
4046502,1.0
4075024,0.25
4102961,1.0
4134263,1.0
4176815,1.0
4279495,1.0
4285722,1.0
4307302,2.0
4336353,1.0
4373753,1.0
4375323,1.0
4400851,1.0
4435132,1.0
4542623,1.0
4581734,1.0
4587055,1.0
4592174,1.0
4692101,1.0
4710816,1.0
4782286,1.0
4795447,2.0
4804191,1.0
4828895,1.0
4833599,0.25
4848964,1.0
4937390,0.5
4978890,1.0
5052051,1.0
5069371,2.0
5083696,1.0
5086015,0.5
5152057,1.0
5154076,1.0
5193480,1.0
5220895,1.0
5227329,1.0
5247478,0.25
5286405,1.0
5297541,1.0
5335623,1.0
5340457,2.0
5379885,0.25
5400354,1.0
5478620,1.0
5489682,1.0
5493114,1.0
5518852,0.5
5523982,1.0
5527256,2.0
5549843,2.0
5555949,0.5
5556535,0.5
5569012,1.0
5616641,0.5
5641924,1.0
5643793,1.0
5673802,1.0
5714617,0.5
5734093,1.0
5762092,1.0
5763614,1.0
5785400,1.0
5873613,1.0
5893889,2.0
5902913,0.5
5929476,0.5
5955320,1.0
