ID,serving
1003873,2.0
1029636,1.0
1047164,1.0
1108023,0.25
1114140,1.0
1443377,0.5
1496140,0.5
1505915,2.0
1559533,1.0
1716603,3.0
1804948,1.0
1939459,0.5
2021027,3.0
2083069,2.0
2156413,2.0
2168080,3.0
2199401,1.0
2288613,3.0
2296201,0.5
2342087,0.5
2367367,0.25
2416133,2.0
2434470,1.0
2442791,2.0
2469469,0.5
2515428,1.0
2660608,1.0
2674806,1.0
2770496,1.0
2795643,1.0
2886580,3.0
2952272,1.0
2966048,0.5
3025034,2.0
3240510,0.5
3325525,1.0
3420345,0.5
3446220,1.0
3457633,0.5
3468188,0.5
3503588,2.0
3714694,1.0
3742943,2.0
3948512,2.0
4014878,0.25
4032584,0.5
4039397,1.0
4134603,0.25
4199616,0.5
4221520,1.0
4308271,3.0
4332451,1.0
4332619,3.0
4373191,0.25
4402573,1.0
4443557,0.5
4464182,1.0
4489240,0.25
4524822,0.5
4620492,1.0
4671545,2.0
4680627,0.5
4694800,1.0
4730541,1.0
4739943,0.5
4740561,2.0
4747029,0.5
4803145,0.5
4886354,2.0
5006087,1.0
5019388,1.0
5128733,3.0
5219547,1.0
5241119,3.0
5243304,2.0
5317178,3.0
5385234,1.0
5410990,1.0
5422277,2.0
5542270,3.0
5553447,1.0
5568637,0.5
5672121,0.25
5773787,1.0
5782198,2.0
5803922,2.0
5998228,2.0
6012023,1.0
