ID,serving
1042805,0.5
1052945,0.25
1057150,2.0
1124089,1.0
1141418,1.0
1168595,1.0
1208589,1.0
1233938,1.0
1257730,0.25
1259445,1.0
1262964,1.0
1263805,2.0
1268578,1.0
1322123,0.5
1338630,0.25
1354585,1.0
1370347,1.0
1409176,1.0
1481155,1.0
1500652,1.0
1551813,0.5
1573087,2.0
1608453,0.5
1691408,1.0
1839101,0.5
1921316,1.0
1933076,1.0
1952312,1.0
1954269,0.5
1964736,0.25
2047823,1.0
2053216,1.0
2059212,0.5
2076557,1.0
2095645,1.0
2107173,1.0
2165370,1.0
2180782,1.0
2202212,1.0
2206520,1.0
2234592,0.5
2267598,1.0
2272462,2.0
2312581,1.0
2321505,2.0
2368844,2.0
2436195,0.5
2468351,1.0
2495381,0.5
2496674,1.0
2550107,1.0
2558721,1.0
2561449,1.0
2624405,1.0
2634576,1.0
2673190,0.5
2687238,0.25
2717556,0.25
2758425,0.25
2768306,1.0
2769602,0.5
2781250,0.5
2816558,2.0
2920931,0.25
3002095,0.5
3006575,0.25
3017223,1.0
3018355,0.5
3178988,1.0
3199879,1.0
3206457,2.0
3232575,1.0
3233491,1.0
3235186,1.0
3236151,1.0
3244446,2.0
3245843,0.25
3283031,1.0
3285848,0.5
3315251,1.0
3368075,1.0
3368768,1.0
3378407,1.0
3405118,1.0
3454344,1.0
3454502,0.25
3458720,0.5
3514191,1.0
3570322,1.0
3606095,1.0
3609267,1.0
3675666,1.0
3723454,1.0
3755402,1.0
3793916,0.5
3863139,0.25
3871436,1.0
3909565,0.25
3928702,3.0
3957200,1.0
3957515,1.0
3965502,1.0
3987846,3.0
4051994,0.5
4060352,1.0
4080064,1.0
4086654,1.0
4166905,1.0
4205138,0.5
4209209,1.0
4243408,0.25
4249155,1.0
4277043,1.0
4293550,0.25
4326574,0.5
4334848,1.0
4361020,1.0
4387096,1.0
4418934,0.5
4428268,1.0
4451786,1.0
4465811,1.0
4502503,1.0
4527062,1.0
4527184,1.0
4527218,0.25
4553257,1.0
4642878,1.0
4687155,0.5
4690070,0.5
4855631,1.0
4862254,1.0
4932991,1.0
4975384,0.5
5016552,0.5
5065682,1.0
5100654,1.0
5114209,1.0
5166293,0.5
5243340,1.0
5449374,0.5
5489989,1.0
5492100,1.0
5501140,1.0
5543964,0.5
5579011,1.0
5645142,1.0
5691984,1.0
5759215,1.0
5774003,1.0
5809267,1.0
5829455,0.5
5947555,1.0
5955012,1.0
5955999,1.0
5982247,1.0
